0.0000000000,0.0000000000,0.0000000000
0.9999999999,0.0000014356,0.0000057418
1.9999999992,0.0000228741,0.0000459064
2.9999999957,0.0001160876,0.0001547750
3.9999999611,0.0003668181,0.0003663469
4.9999997753,0.0008943669,0.0007141997
5.9999993217,0.0018515863,0.0012313513
6.9999981259,0.0034239681,0.0019501247
7.9999951964,0.0058294086,0.0029020148
8.9999890132,0.0093162822,0.0041175594
9.9999770585,0.0141625268,0.0056262137
10.9999557693,0.0206755880,0.0074562296
11.9999194739,0.0291904129,0.0096345391
12.9998600155,0.0400688078,0.0121866445
13.9997666982,0.0536963046,0.0151365131
14.9996251750,0.0704810477,0.0185064788
15.9994171462,0.0908536258,0.0223171511
16.9991186247,0.1152639793,0.0265873293
17.9986994679,0.1441805128,0.0313339266
18.9981232499,0.1780859062,0.0365718995
19.9973456076,0.2174760363,0.0423141872
20.9963137502,0.2628596125,0.0485716581
21.9949645936,0.3147541525,0.0553530654
22.9932243767,0.3736849100,0.0626650106
23.9910084843,0.4401799643,0.0705119174
24.9882197730,0.5147693175,0.0788960124
25.9847481379,0.5979842608,0.0878173168
26.9804693640,0.6903527227,0.0972736460
27.9752449360,0.7923980406,0.1072606185
28.9689219545,0.9046338701,0.1177716740
29.9613322180,1.0275635321,0.1287981004
30.9522922126,1.1616790954,0.1403290693
31.9416034318,1.3074566036,0.1523516807
32.9290523727,1.4653548051,0.1648510161
33.9144108218,1.6358106299,0.1778101995
34.8974363660,1.8192388009,0.1912104665
35.8778731528,2.0160307585,0.2050312419
36.8554539209,2.2265504797,0.2192502237
37.8299000917,2.4511334626,0.2338434752
38.8009227470,2.6900835642,0.2487855224
39.7682247375,2.9436728308,0.2640494597
40.7315023657,3.2121405983,0.2796070594
41.6904486626,3.4956906571,0.2954288882
42.6447534745,3.7944909538,0.3114844279
43.5941053085,4.1086723067,0.3277422007
44.5381945006,4.4383283661,0.3441698982
45.4767156213,4.7835153543,0.3607345147
46.4093710020,5.1442512456,0.3774024818
47.3358707689,5.5205164991,0.3941398072
48.2559349499,5.9122542780,0.4109122135
49.1692977925,6.3193720230,0.4276906977
50.0757015851,6.7417565934,0.4444691820
50.9748911424,7.1792890723,0.4612476663
51.8666133397,7.6318462927,0.4780261506
52.7506171701,8.0993008663,0.4948046349
53.6266537640,8.5815211935,0.5115831192
54.4944765001,9.0783715196,0.5283616035
55.3538410663,9.5897119693,0.5451400878
56.2045055661,10.1153986092,0.5619185720
57.0462305283,10.6552834527,0.5786970563
57.8787789903,11.2092145124,0.5954755406
58.7019165635,11.7770358380,0.6122540249
59.5154115402,12.3585875919,0.6290325092
60.3190349285,12.9537060721,0.6458109935
61.1125604860,13.5622237370,0.6625894778
61.8957648176,14.1839692748,0.6793679621
62.6684274405,14.8187676553,0.6961464464
63.4303308636,15.4664401936,0.7129249306
64.1812605962,16.1268045579,0.7297034149
64.9210052374,16.7996748435,0.7464818992
65.6493565277,17.4848616169,0.7632603835
66.3661094459,18.1821720074,0.7800388678
67.0710622256,18.8914097216,0.7968173521
67.7640164049,19.6123750925,0.8135958364
68.4447768983,20.3448651475,0.8303743207
69.1131520695,21.0886736883,0.8471528050
69.7689537807,21.8435913435,0.8639312892
70.4119974067,22.6094055853,0.8807097735
71.0421019184,23.3859008217,0.8974882578
71.6590899269,24.1728584511,0.9142667421
72.2627877606,24.9700569584,0.9310452264
72.8530254722,25.7772719238,0.9478237107
73.4296368972,26.5942761005,0.9646021950
73.9924597020,27.4208394754,0.9813806793
74.5413354557,28.2567293764,0.9981591636
75.0761096544,29.1017105077,1.0149376478
75.5966317437,29.9555449842,1.0317161321
76.1027551857,30.8179924321,1.0484946164
76.5943374996,31.6888100601,1.0652731007
77.0712403135,32.5677527483,1.0820515850
77.5333293689,33.4545730559,1.0988300693
77.9804745778,34.3490213239,1.1156085536
78.4125500642,35.2508457557,1.1323870379
78.8294341993,36.1597924884,1.1491655222
79.2310094561,37.0756057099,1.1659436905
79.6171679856,37.9980259496,1.1827073931
79.9878291435,38.9267814897,1.1994236108
80.3429494473,39.8615890849,1.2160581529
80.6825230442,40.8021563823,1.2325771643
81.0065817080,41.7481819437,1.2489472641
81.3151948419,42.6993585081,1.2651356828
81.6084701272,43.6553752841,1.2811103969
81.8865519492,44.6159214368,1.2968402605
82.1496208468,45.5806881610,1.3122951330
82.3978934602,46.5493687503,1.3274460027
82.6316207771,47.5216617350,1.3422651065
82.8510877566,48.4972726267,1.3567260433
83.0566098919,49.4759164038,1.3708038826
83.2485320662,50.4573186430,1.3844752672
83.4272283666,51.4412156023,1.3977185083
83.5930986883,52.4273562718,1.4105136756
83.7465677506,53.4155033133,1.4228426783
83.8880803932,54.4054338456,1.4346893396
84.0181003749,55.3969398014,1.4460394634
84.1371099793,56.3898279322,1.4568808923
84.2456055584,57.3839202812,1.4672035576
84.3440963123,58.3790543528,1.4769995206
84.4330991622,59.3750822888,1.4862630055
84.5131377908,60.3718707945,1.4949904224
84.5847420103,61.3693009797,1.5031803829
84.6484429868,62.3672674117,1.5108337052
84.7047720189,63.3656777677,1.5179534110
84.7542557129,64.3644510952,1.5245447130
84.7974153480,65.3635176160,1.5306149936
84.8347660320,66.3628183867,1.5361737745
84.8668122482,67.3623035907,1.5412326775
84.8940467337,68.3619320156,1.5458053770
84.9169464406,69.3616692534,1.5499075438
84.9359721827,70.3614875510,1.5535567806
84.9515676624,71.3613653807,1.5567725500
84.9641557765,72.3612857627,1.5595760942
84.9741376601,73.3612358620,1.5619903481
84.9818897074,74.3612057348,1.5640398450
84.9877634151,75.3611882618,1.5657506161
84.9920844284,76.3611787873,1.5671500831
84.9951498662,77.3611740228,1.5682669462
84.9972276499,78.3611719037,1.5691310656
84.9985547092,79.3611710366,1.5697733397
84.9993369338,80.3611706818,1.5702255774
84.9997485104,81.3611705889,1.5705203683
84.9999302457,82.3611705732,1.5706909482
84.9999894733,83.3611705743,1.5707710628
84.9999995687,84.3611705724,1.5707948297
85.0000000000,85.0000000100,1.5707963268
